requests_per_minute,requests_per_second,failed_request_ratio,unique_endpoints,repeated_endpoint_ratio,avg_response_time_ms,session_duration_sec,avg_payload_size_bytes,login_attempts,login_failure_ratio,endpoint_entropy,request_interval_variance,status_4xx_count,is_bot
5.1518,0.0899,0.0766,6,0.1,222.22,255.61,2015.22,1,0.5,1.6257,8.520868,2,0
12.0173,0.1812,0.1987,5,0.3346,363.16,256.12,2743.62,0,0.0,2.4996,11.441455,10,0
7.914,0.1274,0.0688,6,0.3901,238.88,296.14,999.7,0,0.0,3.3494,8.715571,3,0
18.7693,0.275,0.1178,3,0.3726,268.37,212.84,4729.65,1,0.1456,1.8448,13.73154,7,0
105.5308,1.7769,0.0374,3,0.4231,113.36,40.42,4576.32,0,0.0,1.9357,13.865037,2,0
39.2869,0.6483,0.0748,4,0.4592,137.47,84.39,4517.91,1,0.0387,2.9766,4.964094,4,0
3.1188,0.0338,0.0969,6,0.2431,140.15,143.11,3637.04,0,0.0,2.2172,6.666254,0,0
1000.0,21.994,0.3,1,0.9496,103.15,13.94,212.38,248,0.7871,0.0,0.015277,91,1
27.8535,0.3325,0.1877,2,0.4,285.0,89.14,2837.34,10,0.75,0.9203,0.210456,6,1
16.0455,0.297,0.0769,6,0.2057,78.04,103.73,3035.23,0,0.0,1.8905,4.850442,2,0
30.3274,0.5392,0.0278,4,0.1117,226.52,101.43,586.57,0,0.0,1.9852,1.968592,1,0
23.7933,0.3348,0.2886,3,0.6994,311.67,142.96,2947.62,0,0.0,1.4958,0.547988,10,1
456.4548,7.5256,0.1014,1,0.7,79.41,22.46,4657.35,0,0.0,0.4824,0.040527,17,1
1000.0,30.0,0.141,1,0.8507,121.76,5.25,1382.56,0,0.0,0.3976,0.011158,88,1
324.4119,5.3214,0.5053,1,0.9285,194.08,57.6,296.93,91,0.851,0.0033,0.019502,158,1
12.8668,0.3375,0.4146,2,0.7831,103.18,86.82,2019.88,10,0.2819,0.4432,0.656391,11,1
25.7327,0.3075,0.0218,7,0.1903,99.1,101.07,1037.69,0,0.0,3.326,7.347372,0,0
1000.0,30.0,0.5909,1,0.9217,195.65,10.23,277.45,231,0.8458,0.3978,0.009739,185,1
6.6831,0.2027,0.104,7,0.2994,94.71,262.46,2415.94,1,0.0627,1.9809,10.676675,4,0
11.9741,0.104,0.1102,6,0.1208,252.72,220.72,1104.57,0,0.0,1.102,13.078987,3,0
1000.0,30.0,0.084,3,0.8825,143.25,23.83,1864.5,0,0.0,0.4226,0.044788,63,1
520.9137,8.8952,0.8084,1,0.9852,202.56,46.79,168.37,104,0.7851,0.3317,0.016552,324,1
1000.0,30.0,0.3,2,0.9666,81.96,6.29,2033.84,0,0.0,0.2596,0.023078,210,1
592.6998,9.6445,0.862,1,0.9758,196.3,46.8,167.49,331,0.9402,0.2644,0.001389,390,1
5.7236,0.0776,0.0151,6,0.4433,227.95,213.65,1673.01,0,0.0,3.0003,2.794764,0,0
752.4455,12.3786,0.4473,1,0.9684,124.23,40.11,267.18,371,0.969,0.0988,0.0047,223,1
161.2918,2.737,0.5717,2,0.9406,118.56,36.11,129.51,319,0.718,0.4627,0.004764,54,1
7.3945,0.1537,0.2943,2,0.553,107.95,174.85,1908.78,0,0.0,0.6481,0.24793,4,1
101.7126,1.7779,0.8599,2,0.9409,119.45,59.77,121.95,242,0.719,0.0554,0.015529,86,1
7.7109,0.132,0.0412,3,0.113,410.01,173.06,2181.23,1,0.0111,3.6991,8.315223,1,0
10.55,0.0912,0.2065,2,0.702,196.7,162.54,1542.12,5,0.4822,0.5367,0.215431,2,1
1000.0,24.8942,0.8218,1,0.9655,170.86,14.3,185.04,146,0.8476,0.2956,0.010271,292,1
17.5514,0.3064,0.0461,5,0.4141,210.42,204.18,4435.97,2,0.1694,2.0467,9.230109,3,0
448.4971,7.3856,0.5208,1,0.9124,80.5,39.22,267.55,100,0.9177,0.0967,0.019166,152,1
18.5752,0.3213,0.1441,7,0.3755,332.33,84.63,2782.62,1,0.0089,2.0799,10.687909,3,0
37.7871,0.5486,0.1545,7,0.3297,261.98,109.33,871.06,1,0.062,2.0589,9.287485,10,0
10.2188,0.1215,0.0442,5,0.2376,297.37,215.91,3701.74,0,0.0,2.6856,1.963281,1,0
2.4119,0.1538,0.1499,5,0.2282,230.93,156.33,2779.49,0,0.0,1.3246,4.234732,1,0
10.5091,0.2184,0.0567,5,0.5263,191.31,267.36,2180.41,0,0.0,2.772,10.009313,2,0
5.9638,0.1113,0.0299,7,0.417,151.32,193.32,2987.09,0,0.0,3.1836,3.403548,0,0
32.8977,0.5098,0.0262,6,0.5199,169.58,145.08,1462.27,1,0.0057,3.4992,10.414835,2,0
1000.0,30.0,0.05,3,0.9167,104.31,11.5,4741.53,0,0.0,0.7695,0.046204,27,1
1000.0,29.4942,0.1984,1,0.7,76.7,26.86,5076.77,0,0.0,0.3369,0.010415,157,1
1000.0,30.0,0.0815,3,0.7,152.03,10.65,7260.33,0,0.0,0.6345,0.001972,39,1
562.5725,9.5824,0.6042,2,0.9501,72.26,44.97,216.64,328,0.7883,0.5531,0.005302,254,1
1000.0,30.0,0.5398,1,0.9955,72.95,7.01,124.55,114,0.7901,0.2806,0.019389,190,1
16.5129,0.2477,0.0824,3,0.4267,429.88,266.5,2536.39,0,0.0,2.5668,1.94614,4,0
30.1926,0.3831,0.1553,5,0.4353,332.62,113.7,4529.22,0,0.0,1.7655,5.845735,8,0
25.7835,0.4354,0.0747,7,0.1792,259.5,42.85,4081.89,2,0.1098,2.5654,10.513834,1,0
31.7095,0.4587,0.2432,6,0.3281,283.22,155.31,4132.2,0,0.0,2.0823,0.754509,18,0
47.7825,0.9266,0.0405,4,0.1,373.73,88.35,3014.12,0,0.0,2.4639,13.823083,2,0
19.1675,0.2937,0.0374,3,0.4063,260.11,259.09,4569.97,1,0.0258,1.5664,11.737181,2,0
12.5716,0.3486,0.0444,6,0.1449,282.56,290.5,3836.94,1,0.5,2.3047,12.860959,2,0
13.0062,0.3004,0.044,4,0.3455,197.28,257.58,2942.25,1,0.0587,1.7957,5.273705,2,0
31.6407,0.5839,0.0498,4,0.5144,109.65,153.1,4308.19,0,0.0,3.3223,4.440415,3,0
294.453,4.7305,0.5965,2,0.9521,157.95,53.69,130.79,156,0.6363,0.1635,0.007734,153,1
123.3993,2.0957,0.7661,1,0.8474,84.65,47.14,293.97,391,0.9474,0.1508,0.008475,78,1
11.4172,0.1641,0.1814,5,0.1616,181.94,220.38,2821.22,2,0.0148,1.5661,0.695169,7,0
1000.0,26.3457,0.1126,3,0.8672,73.55,9.41,6748.62,0,0.0,0.6314,0.012403,28,1
10.0173,0.1416,0.0122,6,0.6363,338.95,230.53,1447.98,1,0.1389,1.7531,10.879462,0,0
1000.0,30.0,0.0669,1,0.9228,93.55,6.79,5946.78,0,0.0,0.6529,0.035405,50,1
228.0509,3.7101,0.6243,1,0.9665,47.85,28.0,293.73,102,0.766,0.0,0.009819,64,1
1000.0,22.2946,0.1229,3,0.7891,148.21,12.51,5541.44,0,0.0,0.0,0.03851,34,1
71.6687,1.1059,0.0409,6,0.4768,273.61,48.6,4873.43,1,0.0499,2.8495,14.775665,2,0
29.4619,0.5068,0.0283,7,0.3179,142.62,155.26,4857.33,0,0.0,1.3963,8.196707,2,0
465.0295,7.6831,0.3,3,0.8462,75.42,27.56,2251.31,0,0.0,0.4874,0.049632,63,1
30.1638,0.5314,0.0423,4,0.127,184.29,46.53,3774.0,2,0.084,2.7121,8.559618,1,0
1.8106,0.0966,0.1768,3,0.1267,297.96,267.51,1209.88,0,0.0,2.4662,11.598013,1,0
15.295,0.291,0.1332,2,0.6985,267.38,107.32,2359.19,0,0.0,1.2747,0.617192,4,1
1000.0,17.4994,0.19,2,0.9324,101.97,12.73,1357.34,0,0.0,0.3708,0.035602,42,1
1000.0,30.0,0.2127,2,0.757,114.43,8.92,3841.12,0,0.0,0.6504,0.007146,142,1
42.1753,0.6287,0.0157,7,0.1,404.07,31.6,3869.78,1,0.1174,2.2227,13.991972,0,0
488.1076,8.1141,0.3,1,0.8984,58.91,51.09,105.25,343,0.7206,0.4412,0.002354,125,1
47.1056,0.8204,0.0365,4,0.1644,315.96,85.6,2739.14,0,0.0,2.9605,7.884477,2,0
1000.0,30.0,0.1624,2,0.8801,140.05,5.07,4117.58,0,0.0,0.079,0.037208,45,1
17.5473,0.2612,0.0405,3,0.6285,250.99,199.61,2654.09,0,0.0,2.6046,9.789726,2,0
4.7016,0.1912,0.2493,2,0.4,294.57,160.01,2799.2,1,0.3836,0.4133,0.69227,4,1
4.9401,0.0605,0.0494,4,0.3732,136.86,129.23,3288.15,1,0.0222,3.001,7.167106,0,0
14.0973,0.2067,0.1083,5,0.2026,166.81,196.59,4762.09,2,0.1528,3.0167,1.06691,3,0
1000.0,23.5589,0.1385,1,0.9198,58.75,25.25,7150.65,0,0.0,0.9176,0.02907,82,1
40.203,0.6008,0.0546,6,0.2107,386.29,88.36,2805.0,0,0.0,2.256,0.612384,3,0
4.8326,0.164,0.2675,5,0.1,268.06,217.44,3182.44,0,0.0,3.6231,3.185051,4,0
15.6779,0.1671,0.4064,1,0.6256,351.85,190.02,2898.95,0,0.0,0.5497,0.192105,8,1
2.4836,0.1166,0.0422,4,0.3437,168.85,113.51,1386.57,0,0.0,2.9822,5.823576,0,0
2.9268,0.0892,0.0439,3,0.6008,325.58,230.75,520.35,1,0.1789,2.0062,13.485745,0,0
1.095,0.0092,0.0434,6,0.5707,108.5,171.71,4528.18,1,0.123,1.4852,8.849295,0,0
210.3141,3.3833,0.6464,1,0.8707,157.7,46.21,292.81,320,0.6988,0.1865,0.002012,101,1
10.2722,0.1994,0.105,4,0.3139,269.46,212.31,2146.54,0,0.0,2.6815,3.711922,3,0
5.0263,0.089,0.0487,6,0.1365,163.49,274.76,1938.9,1,0.1569,2.498,13.952406,0,0
1.1601,0.0991,0.0174,3,0.2672,203.1,180.43,2717.13,0,0.0,2.6143,3.960421,0,0
264.1054,4.4684,0.8894,1,0.9261,145.76,40.5,236.12,356,0.7669,0.5676,0.00073,160,1
1000.0,21.4052,0.1217,1,0.8256,71.84,5.23,2802.26,0,0.0,0.4259,0.009231,13,1
4.6301,0.2189,0.1997,2,0.4717,322.14,97.99,587.87,5,0.506,1.1088,0.251136,4,1
19.7027,0.2867,0.0473,3,0.2619,179.7,173.47,1742.83,1,0.0162,3.1041,6.752936,2,0
17.4427,0.5485,0.126,1,0.5501,314.89,84.8,860.19,0,0.0,0.6394,0.689048,4,1
10.4961,0.2244,0.1002,7,0.395,226.44,131.4,4145.11,1,0.0892,2.8625,3.888008,2,0
11.8054,0.3069,0.0373,4,0.1337,103.05,162.45,1071.17,1,0.289,1.5237,8.914285,1,0
232.7551,4.0011,0.9172,1,0.9992,63.25,49.2,118.96,354,0.7122,0.4603,0.000678,179,1
41.4476,0.613,0.0381,7,0.339,170.8,112.33,2020.88,0,0.0,3.2416,1.44362,2,0
582.5661,9.5837,0.2236,2,0.8418,96.42,12.61,7656.66,0,0.0,0.863,0.04362,27,1
11.3892,0.1175,0.1,2,0.8401,129.28,94.59,753.55,5,0.4518,0.4878,0.617782,1,1
537.3058,8.9163,0.6958,1,0.8304,80.1,47.44,211.11,325,0.8355,0.1493,0.010177,294,1
5.534,0.0344,0.0748,5,0.1,310.8,220.51,1248.86,1,0.0212,2.0486,12.952802,1,0
17.7792,0.4631,0.3141,1,0.8005,312.76,68.49,2100.94,1,0.6194,1.3834,0.714271,5,1
14.5111,0.2667,0.0637,5,0.4491,191.89,259.31,1676.06,0,0.0,2.4877,12.895601,3,0
1000.0,27.5804,0.2858,3,0.8773,43.43,13.61,5440.94,0,0.0,0.9281,0.009226,107,1
1000.0,16.7041,0.7288,1,0.9725,86.87,20.19,57.13,293,0.8461,0.1037,0.014527,245,1
16.6389,0.1949,0.1887,6,0.3527,160.45,290.22,4248.49,1,0.111,3.047,13.555452,14,0
1.4831,0.1031,0.0188,4,0.1954,300.7,281.89,644.44,2,0.0534,1.6657,12.502859,0,0
19.1914,0.0964,0.217,3,0.8734,93.64,197.95,1982.13,1,0.75,1.2506,0.390486,4,1
1000.0,25.0745,0.1499,1,0.7837,89.17,21.86,3850.71,0,0.0,0.7006,0.005571,82,1
731.6116,12.2462,0.3,2,0.8348,110.13,27.45,2339.66,0,0.0,0.0812,0.003172,100,1
471.7294,7.8903,0.6939,1,0.9453,73.8,49.17,186.22,385,0.94,0.2353,0.019082,267,1
12.0169,0.2585,0.1012,6,0.1,337.56,121.42,3784.43,1,0.0264,3.3795,7.808551,2,0
10.9891,0.1526,0.0586,5,0.1989,248.96,246.69,3748.66,1,0.0338,1.7882,13.610373,2,0
5.4663,0.0594,0.0116,5,0.2676,133.91,213.29,2384.03,0,0.0,2.166,7.97665,0,0
13.1479,0.2915,0.0739,3,0.1242,366.31,36.24,3209.46,0,0.0,2.1833,14.232769,0,0
7.941,0.1658,0.0533,5,0.4251,88.43,200.44,3619.83,0,0.0,2.3869,12.075915,1,0
998.2704,16.6075,0.6688,1,0.8659,109.66,13.43,233.7,113,0.8795,0.4801,0.018065,149,1
1000.0,30.0,0.2198,1,0.798,137.08,6.28,7436.36,0,0.0,1.0109,0.006602,76,1
18.8331,0.2559,0.3466,3,0.8071,297.09,78.27,439.45,5,0.6899,1.1624,0.561769,10,1
34.3602,0.6638,0.1721,6,0.409,160.44,134.84,2165.67,1,0.277,2.6049,11.605551,13,0
371.5671,6.0573,0.4729,1,0.9539,139.97,37.48,215.55,246,0.8652,0.2721,0.007844,108,1
1.4264,0.2682,0.1931,1,0.7185,126.65,170.48,1427.36,1,0.2,1.3705,0.47637,7,1
0.0,0.0,0.0588,3,0.1288,273.11,188.46,700.39,0,0.0,3.4174,6.585219,0,0
1000.0,26.0734,0.1998,3,0.8012,114.26,10.47,6895.16,0,0.0,0.6641,0.04047,54,1
30.3787,0.5769,0.1087,3,0.5814,161.23,120.48,3353.03,0,0.0,3.1155,2.051219,6,0
1000.0,30.0,0.1193,2,0.8405,161.83,8.29,4982.3,0,0.0,0.7905,0.006448,41,1
1000.0,22.9099,0.2167,1,0.9815,82.2,12.26,6266.56,0,0.0,0.8229,0.015354,60,1
12.4323,0.1797,0.1169,4,0.3969,346.66,263.76,1731.5,0,0.0,2.0302,12.727262,5,0
20.3343,0.3368,0.0629,4,0.5554,217.12,86.45,3759.33,1,0.0282,3.2827,8.857374,1,0
4.6113,0.0588,0.0982,7,0.3298,407.65,226.9,4902.01,0,0.0,2.0707,3.430223,0,0
320.1991,5.2647,0.4419,1,0.8,114.93,54.34,285.19,378,0.8349,0.3452,0.003771,127,1
15.4313,0.1962,0.0091,3,0.183,369.17,250.49,4477.81,0,0.0,2.9906,3.784942,0,0
1000.0,30.0,0.2262,1,0.9158,143.06,10.11,1533.36,0,0.0,0.8027,0.014597,168,1
35.5704,0.51,0.2191,6,0.2585,266.02,93.58,1329.19,0,0.0,2.9538,6.139009,11,0
22.1065,0.4401,0.0417,7,0.464,356.24,35.98,1507.59,0,0.0,1.8572,8.445079,0,0
29.3123,0.4261,0.0442,6,0.1741,277.92,140.72,2792.24,1,0.0519,3.5023,2.381018,2,0
1000.0,30.0,0.193,2,0.7824,63.68,13.01,5389.35,0,0.0,0.4955,0.019492,145,1
908.0077,14.905,0.0548,2,0.7864,52.88,22.09,3485.34,0,0.0,0.9648,0.037292,18,1
580.7995,9.7815,0.7257,1,0.8,58.34,14.38,188.29,357,0.7753,0.3201,0.014002,100,1
517.231,8.654,0.6923,1,0.9397,100.87,34.61,68.35,333,0.8728,0.134,0.018731,206,1
632.8684,10.6484,0.05,2,0.8317,43.24,16.85,4442.12,0,0.0,0.3121,0.007461,8,1
1000.0,30.0,0.3,1,0.7837,123.29,7.26,3931.98,0,0.0,0.3775,0.018018,112,1
16.6755,0.0,0.1,2,0.6472,237.31,173.19,1164.71,10,0.4645,1.2519,0.466089,1,1
711.79,11.9,0.9261,2,0.965,81.58,20.71,293.16,380,0.7323,0.0805,0.000226,228,1
51.3969,0.8431,0.1075,6,0.1664,181.91,77.83,3537.59,0,0.0,2.7769,8.135473,7,0
26.0124,0.3605,0.1682,6,0.1474,184.97,34.06,2575.28,0,0.0,3.095,6.413144,2,0
1000.0,30.0,0.3,2,0.8724,96.03,9.03,6042.13,0,0.0,0.0811,0.007403,149,1
10.5663,0.1998,0.0206,6,0.1,142.33,175.53,2647.83,0,0.0,1.6785,7.023261,0,0
31.9206,0.4948,0.1391,5,0.3232,83.15,158.97,4052.98,0,0.0,2.8348,4.351761,10,0
13.63,0.2602,0.0797,5,0.2567,156.54,260.77,4620.98,1,0.2044,2.3497,2.695205,4,0
20.3557,0.3486,0.5,3,0.6709,250.42,62.93,2058.42,10,0.7078,0.4403,0.33301,9,1
9.0391,0.0984,0.1678,3,0.1999,396.08,293.31,1896.76,1,0.1502,2.9523,10.689954,6,0
34.1361,0.6154,0.0719,7,0.4954,232.51,113.66,3004.14,0,0.0,2.2258,10.170106,4,0
385.8555,6.5159,0.7491,1,0.8802,153.58,50.09,162.76,249,0.7245,0.3484,0.017072,241,1
96.5658,1.5746,0.1947,5,0.2375,369.51,33.54,1423.13,0,0.0,1.5221,7.344971,10,0
3.6436,0.2498,0.2366,3,0.79,174.54,195.8,2384.22,10,0.5005,1.0069,0.67802,8,1
20.9779,0.4135,0.0933,6,0.2652,95.11,147.2,2243.17,0,0.0,3.3398,3.11539,5,0
1000.0,18.5474,0.0818,2,0.7,147.7,28.08,2760.4,0,0.0,0.8495,0.007662,42,1
4.9387,0.1637,0.0123,4,0.1206,225.74,206.36,4162.88,1,0.0179,3.2542,8.787751,0,0
15.7748,0.2105,0.0822,6,0.2826,333.99,157.84,1307.42,0,0.0,2.8967,3.15714,2,0
1000.0,30.0,0.21,3,0.762,96.4,17.68,6769.3,0,0.0,0.462,0.002515,162,1
19.1299,0.3898,0.0476,5,0.4247,266.54,149.74,1816.65,0,0.0,2.6763,8.184847,2,0
12.2537,0.1072,0.0661,6,0.4524,258.79,246.69,2141.68,1,0.0757,1.5782,5.978054,2,0
39.4108,0.6582,0.0739,5,0.1731,372.52,107.09,4673.5,1,0.189,2.8028,6.601354,5,0
38.4318,0.7903,0.0384,4,0.1,324.84,51.13,953.17,1,0.0442,2.8161,11.123064,1,0
625.9728,10.4652,0.05,1,0.931,44.07,23.83,1701.09,0,0.0,0.7134,0.044191,12,1
1000.0,30.0,0.1809,1,0.7,80.93,11.4,7431.88,0,0.0,0.1091,0.013114,87,1
25.0432,0.4867,0.0832,5,0.4293,223.78,128.32,4861.32,1,0.0046,1.9724,9.129592,4,0
705.3345,11.922,0.7633,1,0.9633,91.58,14.47,270.64,146,0.881,0.5677,0.015135,128,1
17.6711,0.2373,0.071,5,0.2897,246.54,243.24,4757.54,0,0.0,1.5603,13.507759,4,0
1000.0,30.0,0.2284,1,0.7343,138.88,7.34,6053.58,0,0.0,0.3324,0.023548,53,1
1.2046,0.0122,0.0796,5,0.2907,331.75,153.36,3224.43,1,0.0296,3.5559,8.500539,0,0
1000.0,30.0,0.1581,1,0.7,43.22,14.48,5810.78,0,0.0,0.2349,0.037134,117,1
12.5211,0.1832,0.0997,3,0.2615,354.28,260.35,3733.7,0,0.0,2.3183,10.394052,5,0
38.4951,0.5959,0.0312,6,0.3814,100.97,92.65,4399.62,0,0.0,1.236,9.608338,1,0
10.1327,0.1064,0.0524,5,0.3028,175.83,161.6,540.08,1,0.024,2.8762,8.910145,1,0
233.6905,3.8289,0.91,1,0.9651,60.99,34.1,283.44,325,0.7474,0.5353,0.005444,120,1
18.1966,0.2517,0.0266,6,0.1557,172.41,280.53,3488.57,0,0.0,3.4844,12.755771,1,0
815.0108,13.7322,0.8574,1,0.8602,156.86,29.72,280.88,221,0.8469,0.554,0.010888,347,1
28.8313,0.5113,0.132,5,0.2907,162.56,155.67,3151.42,0,0.0,2.326,1.813064,9,0
3.536,0.1018,0.0341,4,0.1175,286.1,76.23,4307.54,2,0.207,2.7966,11.221384,0,0
8.5759,0.2131,0.0949,6,0.4091,332.28,265.94,4392.43,0,0.0,1.7298,14.968672,5,0
56.6283,0.8198,0.198,5,0.2601,262.29,73.3,4349.6,0,0.0,3.3068,12.855013,14,0
7.0116,0.1278,0.1143,5,0.2816,178.81,281.44,511.05,0,0.0,3.0058,12.082192,3,0
5.8395,0.1536,0.1387,7,0.7788,234.34,215.93,1325.49,1,0.2302,1.6603,6.123478,3,0
27.6997,0.4349,0.274,6,0.235,143.57,66.51,1209.16,0,0.0,2.0176,12.008142,7,0
18.2727,0.3883,0.0183,5,0.2518,328.55,172.72,537.6,0,0.0,2.4619,10.85862,1,0
21.0591,0.4468,0.0462,3,0.1,357.58,200.81,4880.7,2,0.1369,1.4332,5.192348,3,0
10.0275,0.1919,0.0128,3,0.183,362.83,85.08,3750.42,0,0.0,2.9729,10.247661,0,0
1000.0,25.546,0.3,2,0.7147,79.16,11.5,5523.58,0,0.0,0.2036,0.038237,88,1
39.229,0.6573,0.1419,5,0.5065,295.37,73.4,3217.29,1,0.0138,2.0501,7.10778,6,0
7.26,0.1721,0.0346,7,0.2897,208.06,279.17,4407.37,0,0.0,3.1296,6.669063,1,0
416.0357,6.8974,0.24,1,0.7112,129.48,27.43,4989.43,0,0.0,0.2881,0.036163,45,1
475.7738,7.9976,0.4962,1,0.9472,141.92,30.17,110.5,184,0.7988,0.3452,0.01974,118,1
1000.0,30.0,0.1465,2,0.8572,89.97,6.56,6428.1,0,0.0,0.1814,0.021448,62,1
664.7017,11.281,0.3,1,0.9025,174.01,30.02,211.07,157,0.9368,0.2286,0.013378,101,1
9.3113,0.1827,0.0831,7,0.2738,233.8,147.6,1185.85,0,0.0,3.2803,5.438126,2,0
15.8112,0.2917,0.1055,5,0.1476,124.67,132.05,2612.46,1,0.1588,3.5814,10.2403,4,0
1000.0,30.0,0.645,1,0.8642,187.87,13.24,80.62,306,0.8536,0.0,0.016221,295,1
16.3757,0.3192,0.0485,5,0.5894,135.27,234.92,784.3,1,0.3143,3.1652,3.161781,3,0
532.1512,9.0836,0.3723,1,0.9571,179.76,38.09,265.46,344,0.9217,0.3174,0.011547,126,1
6.4169,0.196,0.142,3,0.1917,324.89,188.92,1586.17,1,0.1631,3.4155,13.108128,3,0
9.8674,0.1815,0.0916,6,0.39,274.94,280.1,1548.09,0,0.0,1.7639,2.327228,3,0
4.623,0.0588,0.0421,3,0.1866,272.61,221.18,2249.77,1,0.096,2.1234,12.043885,0,0
1000.0,30.0,0.0862,1,0.7,148.77,7.64,7102.22,0,0.0,0.2645,0.012884,26,1
20.2149,0.248,0.0411,4,0.1,196.18,205.15,616.02,1,0.2371,2.5423,1.173164,1,0
293.8581,4.8343,0.3075,1,0.8339,150.91,52.35,102.44,64,0.8279,0.2163,0.011269,79,1
30.5731,0.495,0.2013,7,0.1887,355.9,103.48,1623.51,0,0.0,1.9967,14.821186,9,0
8.4501,0.1158,0.0216,4,0.4087,153.27,110.82,1164.13,2,0.3599,2.095,11.615067,0,0
373.4928,6.0752,0.3,1,0.9268,99.97,28.11,1206.25,0,0.0,0.6959,0.008151,53,1
3.265,0.0779,0.0315,7,0.1,176.29,113.66,4466.69,0,0.0,2.9482,13.815133,0,0
268.5535,4.2814,0.7063,1,0.9196,79.14,49.26,191.27,137,0.8846,0.346,0.01898,156,1
685.9243,11.3173,0.5582,2,0.983,90.52,37.32,61.61,54,0.8849,0.0,0.008613,237,1
2.4852,0.1041,0.094,7,0.182,324.19,182.65,1378.37,0,0.0,1.7221,3.937102,1,0
25.885,0.4618,0.0255,5,0.1727,129.94,144.77,942.11,1,0.1891,2.8932,12.581595,1,0
5.3616,0.0612,0.0601,5,0.6859,152.41,226.12,1448.54,0,0.0,1.4219,13.85593,0,0
15.3643,0.3024,0.2004,6,0.4097,369.78,156.88,3055.41,0,0.0,2.0836,14.069484,10,0
20.2023,0.233,0.1053,7,0.555,222.55,68.84,3223.88,0,0.0,3.4211,3.013362,2,0
1.9627,0.0896,0.1149,3,0.1,217.0,215.95,2199.1,0,0.0,3.7049,11.136465,0,0
1000.0,24.3411,0.2073,1,0.989,45.16,28.83,7008.63,0,0.0,0.8069,0.038829,146,1
1000.0,30.0,0.2338,1,0.9695,95.11,12.34,5877.27,0,0.0,0.5478,0.031202,138,1
10.3032,0.2311,0.1161,6,0.5787,272.58,117.09,3335.37,0,0.0,2.7141,7.664769,3,0
27.913,0.4526,0.0871,7,0.4025,131.83,126.88,3034.55,0,0.0,2.366,9.347654,5,0
12.7663,0.2647,0.0037,4,0.2719,116.31,188.69,2582.8,0,0.0,3.0356,0.899739,0,0
5.2067,0.141,0.0788,7,0.4889,249.0,151.8,2695.65,0,0.0,2.2719,4.876293,1,0
336.2153,5.9366,0.664,1,0.9609,106.27,52.07,269.94,146,0.7301,0.3289,0.016094,198,1
0.8916,0.0389,0.1534,7,0.1956,125.38,263.47,4792.79,0,0.0,2.7421,5.450708,1,0
11.2755,0.2139,0.1107,3,0.1551,221.4,220.1,2517.6,1,0.1101,2.5288,8.425481,5,0
549.7339,9.1941,0.8084,2,0.8291,200.26,46.16,257.08,76,0.8943,0.0063,0.00029,343,1
6.8729,0.1689,0.0188,5,0.4707,90.0,242.41,3120.23,1,0.1421,1.6547,6.689732,0,0
456.4195,7.6391,0.1404,1,0.7508,94.52,23.51,1555.93,0,0.0,0.7041,0.033507,25,1
1.2737,0.0528,0.0828,5,0.1636,188.06,247.18,1960.28,1,0.0222,2.3107,11.208816,0,0
4.2032,0.0521,0.03,4,0.1598,217.55,106.45,4858.96,1,0.0707,1.4185,10.809421,0,0
51.5886,0.8094,0.1288,3,0.1786,262.98,82.62,1379.46,1,0.006,2.2156,7.343058,9,0
12.5188,0.2055,0.0889,3,0.1249,131.63,164.36,3254.09,1,0.0186,3.141,6.577763,2,0
31.7423,0.5765,0.1987,7,0.3658,252.12,93.37,4392.91,1,0.1956,1.4189,3.000057,10,0
25.8827,0.4547,0.0745,6,0.4618,91.38,94.06,4859.32,1,0.0318,1.5004,12.685897,3,0
473.2261,7.9247,0.5606,1,0.9075,113.76,45.48,192.53,373,0.8348,0.204,0.016753,200,1
1000.0,30.0,0.0993,1,0.8148,83.97,8.15,1579.55,0,0.0,0.3503,0.018338,50,1
27.3368,0.4135,0.272,4,0.1167,406.43,54.47,4649.35,0,0.0,2.5083,8.258257,5,0
9.991,0.0235,0.1324,3,0.3782,94.02,229.27,3187.73,1,0.0096,3.1407,5.182041,3,0
501.3008,8.2639,0.5359,1,0.8639,140.28,48.11,207.45,331,0.906,0.1438,0.010683,213,1
11.5328,0.1929,0.1504,6,0.2968,313.06,167.07,2749.93,0,0.0,2.5518,11.774838,5,0
1.7528,0.065,0.2735,3,0.7333,193.77,180.38,500.89,0,0.0,0.6003,0.45112,3,1
24.8564,0.2732,0.0581,5,0.1,351.09,210.82,3933.09,0,0.0,2.0026,0.886537,4,0
1000.0,23.7573,0.1301,3,0.9134,142.08,22.38,7730.43,0,0.0,0.9369,0.028602,69,1
18.3115,0.347,0.0152,6,0.1195,195.05,142.25,3634.39,0,0.0,1.8488,12.044182,0,0
14.5123,0.2018,0.0862,7,0.3594,159.53,95.47,4523.44,0,0.0,2.1533,9.026692,1,0
1000.0,30.0,0.3,3,0.812,36.14,5.09,5062.46,0,0.0,0.4524,0.015924,230,1
43.236,0.6985,0.1982,4,0.4786,97.99,54.63,878.48,1,0.012,2.8698,1.679557,8,0
4.0036,0.0948,0.105,4,0.3864,201.75,237.36,2996.48,1,0.017,2.8774,1.073266,0,0
15.4896,0.2735,0.01,5,0.5007,248.27,247.01,1813.69,0,0.0,3.1783,10.763003,0,0
80.5699,1.3251,0.0993,3,0.4928,371.54,31.06,3559.27,1,0.0127,2.9133,10.124618,4,0
